locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Gopanpally,Apartment,1290,2,1,2,4,23,24,1,Semi-Furnished,North-East,1,0,1,1,1,7600000
Giani Zail Singh Nagar,Apartment,900,2,1,2,4,5,7,1,Semi-Furnished,East,0,0,1,1,1,5800000
Ghouse Nagar,Apartment,1090,2,1,2,4,1,12,1,Semi-Furnished,North,1,0,1,1,1,6700000
Hill Top Colony,Apartment,1100,2,1,2,4,4,5,1,Semi-Furnished,South,1,0,1,1,1,6900000
Himayatnagar,Apartment,980,2,1,2,4,5,20,1,Semi-Furnished,East,1,0,1,1,1,6800000
Himayat Nagar,Apartment,1000,2,1,2,4,9,24,1,Semi-Furnished,North,1,0,1,1,1,6300000
HITEC City,Apartment,1190,2,1,2,4,18,20,1,Fully Furnished,North-East,1,1,1,1,1,8900000
Hcl Nagar,Apartment,900,2,1,2,4,4,7,1,Semi-Furnished,East,1,0,1,1,1,5900000
Hb Colony Main Road,Apartment,1180,2,1,2,4,2,10,1,Semi-Furnished,North-East,1,0,1,1,1,6100000
Hasmathpet,Apartment,1100,2,1,2,4,12,20,1,Semi-Furnished,North,0,0,1,1,1,6100000
Hakimpet,Apartment,900,2,1,2,4,8,10,1,Semi-Furnished,East,0,0,1,1,1,6800000
Habsiguda,Apartment,1100,2,1,2,4,3,12,1,Semi-Furnished,West,0,0,1,1,1,6500000
Ameenpur,Apartment,1150,2,1,2,0,16,20,1,Semi-Furnished,East,1,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,8,15,1,Semi-Furnished,North,1,0,1,1,1,7680000
Osman Nagar,Apartment,1675,3,2,2,4,1,7,1,Semi-Furnished,North-East,1,0,1,1,1,7538000
Osman Nagar,Apartment,1675,3,2,2,4,4,10,1,Unfurnished,East,0,0,1,0,1,2565000
Ameenpur,Apartment,1335,2,1,2,0,19,20,1,Semi-Furnished,South,0,0,1,1,1,5800000
Bachupally,Apartment,1962,3,2,2,4,7,15,1,Fully Furnished,North,1,1,1,1,1,9588000
Kondapur,Apartment,1350,3,2,2,4,6,15,1,Semi-Furnished,East,0,0,1,1,1,6584999
Boduppal Dwaraka Nagar,Independent House,3200,4,3,2,4,0,1,1,Fully Furnished,East,0,1,1,1,0,15800000
Ameenpur,Apartment,1150,2,1,2,0,15,20,1,Semi-Furnished,South,1,0,1,1,1,5518000
Ameenpur,Apartment,1150,2,1,2,0,1,10,1,Semi-Furnished,South,1,0,1,1,1,5518000
Chandanagar,Apartment,1150,2,1,2,0,2,7,1,Semi-Furnished,North-East,1,0,1,1,1,5518000
Ameenpur,Apartment,1600,3,2,2,0,8,10,1,Semi-Furnished,North,1,0,1,1,1,7678000
Chandanagar,Apartment,1600,3,2,2,0,3,5,1,Semi-Furnished,East,1,0,1,1,1,7678000
HITEC City,Apartment,1835,3,2,2,4,9,10,1,Semi-Furnished,South,0,0,1,1,1,7123000
Gachibowli,Apartment,1815,4,3,2,0,1,15,1,Fully Furnished,South,1,1,1,1,1,9156000
Srinagar Colony Road,Independent Floor,2608,4,3,2,4,1,2,0,Fully Furnished,East,0,1,1,1,0,33000000
Tilak Nagar,Independent House,2205,4,3,2,4,0,2,1,Fully Furnished,North-East,1,0,1,1,0,29000000
Mokila,Villa,3500,4,3,2,4,0,1,2,Fully Furnished,West,1,1,1,1,0,15300000
Kompally,Apartment,1235,2,1,2,4,9,15,1,Semi-Furnished,North,0,0,1,1,1,5263000
Kompally,Apartment,1730,3,2,2,0,5,10,1,Fully Furnished,East,0,0,1,1,1,8000000
Ameenpur,Apartment,1150,2,1,2,0,1,5,1,Semi-Furnished,North-East,0,0,1,1,1,6323000
Attapur,Apartment,1034,2,1,2,4,4,12,1,Semi-Furnished,South,0,0,1,1,1,6500000
Chikkadapally,Independent House,1755,5,4,2,4,1,3,1,Fully Furnished,East,0,0,1,1,0,22500000
Shastripuram Road,Apartment,1403,4,3,2,0,7,20,1,Semi-Furnished,East,0,0,1,1,1,5398000
Gopanpally,Apartment,1450,3,2,2,4,13,20,1,Semi-Furnished,South,0,0,1,1,1,7562000
Maheshwaram,Villa,3509,4,3,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,15600000
Kondapur,Apartment,2005,3,2,2,0,6,15,1,Fully Furnished,East,1,1,1,1,1,17200000
Kondapur,Apartment,1945,3,2,2,0,7,15,1,Fully Furnished,West,1,1,1,1,1,16700000
Kondapur,Apartment,1845,3,2,2,0,2,10,1,Fully Furnished,East,1,1,1,1,1,15800000
Kondapur,Apartment,1850,3,2,2,0,6,12,1,Fully Furnished,West,1,1,1,1,1,15900000
Kondapur,Apartment,1585,3,2,2,0,5,10,1,Fully Furnished,South,1,1,1,1,1,13600000
Kondapur,Apartment,1890,3,2,2,0,3,12,1,Fully Furnished,North,1,1,1,1,1,16200000
Kondapur,Apartment,2190,3,2,2,0,11,12,1,Fully Furnished,East,1,1,1,1,1,18800000
Kondapur,Apartment,1595,3,2,2,0,9,12,1,Fully Furnished,North-West,1,1,1,1,1,13700000
Kondapur,Apartment,2300,3,2,2,0,10,12,1,Fully Furnished,North,1,1,1,1,1,19500000
Kondapur,Apartment,1515,2,1,2,0,22,24,1,Fully Furnished,South,1,1,1,1,1,12800000
Kondapur,Apartment,1715,3,2,2,0,19,20,1,Fully Furnished,East,1,1,1,1,1,14500000
Kondapur,Apartment,1555,3,2,2,0,3,24,1,Fully Furnished,East,1,1,1,1,1,13200000
Kondapur,Apartment,1750,3,2,2,0,9,15,1,Fully Furnished,East,1,1,1,1,1,14800000
Kondapur,Apartment,1225,2,1,2,0,13,20,1,Fully Furnished,East,1,1,1,1,1,10400000
Kondapur,Apartment,1695,3,2,2,0,9,24,1,Fully Furnished,West,1,1,1,1,1,14400000
Kondapur,Apartment,2000,3,2,2,0,7,10,1,Fully Furnished,North-East,1,1,1,1,1,17000000
Kondapur,Apartment,1870,3,2,2,0,3,12,1,Fully Furnished,West,1,1,1,1,1,15800000
Ameenpur,Apartment,1150,2,1,2,0,14,20,1,Semi-Furnished,East,0,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,5,10,1,Semi-Furnished,North,0,0,1,1,1,7680000
Ameenpur,Apartment,1600,3,2,2,0,8,12,1,Semi-Furnished,East,0,0,1,1,1,7680000
Ameenpur,Apartment,1150,2,1,2,0,9,10,1,Semi-Furnished,North,1,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,4,5,1,Semi-Furnished,North,0,0,1,1,1,7680000
Ameenpur,Apartment,1150,2,1,2,0,5,10,1,Semi-Furnished,South,1,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,9,10,1,Semi-Furnished,North-West,0,0,1,1,1,7680000
Ameenpur,Apartment,1600,3,2,2,0,4,5,1,Semi-Furnished,East,1,0,1,1,1,7680000
Ameenpur,Apartment,1150,2,1,2,0,2,20,1,Semi-Furnished,North,0,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,14,15,1,Semi-Furnished,North-East,0,0,1,1,1,7680000
Ameenpur,Apartment,1150,2,1,2,0,8,10,1,Semi-Furnished,South,1,0,1,1,1,5520000
Ameenpur,Apartment,1150,2,1,2,0,7,10,1,Semi-Furnished,North,0,0,1,1,1,5520000
Ameenpur,Apartment,1600,3,2,2,0,1,12,1,Semi-Furnished,North-West,0,0,1,1,1,7680000
Chandanagar,Apartment,1040,2,1,2,0,3,10,1,Semi-Furnished,East,0,0,1,1,1,5800000
Peerzadiguda,Apartment,1110,2,1,2,4,2,10,1,Semi-Furnished,North-East,1,0,1,1,1,5395000
Kukatpally,Apartment,1216,2,1,2,0,5,12,1,Fully Furnished,East,1,1,1,1,1,8700000
Kollur Road,Villa,1800,3,2,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,25000000
Kukatpally,Villa,2500,3,2,2,4,1,2,2,Fully Furnished,North-East,1,1,1,1,0,23000000
Bhanur,Apartment,1440,2,1,2,0,1,12,1,Semi-Furnished,East,1,0,1,1,1,4320000
Bachupally,Apartment,1210,2,1,2,4,9,15,1,Semi-Furnished,West,1,0,1,1,1,6655000
Mallapur,Apartment,1017,2,1,2,0,4,20,1,Semi-Furnished,West,0,0,1,1,1,5083000
Mallapur,Apartment,1017,2,1,2,0,2,20,1,Semi-Furnished,North-West,0,0,1,1,1,5083000
Mallapur,Apartment,1179,2,1,2,0,1,20,1,Semi-Furnished,North-East,1,0,1,1,1,5893000
Mallapur,Apartment,1179,2,1,2,0,3,5,1,Semi-Furnished,South,1,0,1,1,1,5893000
Bachupally,Apartment,1200,2,1,2,4,6,12,1,Semi-Furnished,North,0,0,1,1,1,5400000
Mallapur,Apartment,1125,3,2,2,0,9,12,1,Semi-Furnished,North-East,0,0,1,1,1,5624000
Mallapur,Apartment,1125,3,2,2,0,4,10,1,Semi-Furnished,West,0,0,1,1,1,5624000
Gagillapur,Apartment,1100,2,1,2,0,8,12,1,Semi-Furnished,West,1,0,1,1,1,5000000
Begumpet,Independent House,7500,5,4,2,4,0,1,1,Fully Furnished,South,0,1,1,1,0,50000000
Dammaiguda,Apartment,1000,2,1,2,0,9,12,1,Semi-Furnished,West,0,0,1,1,1,4500000
Kukatpally,Apartment,1380,3,2,2,0,4,15,1,Semi-Furnished,East,0,0,1,1,1,6831000
Kompally,Apartment,1850,3,2,2,0,12,15,1,Fully Furnished,East,1,1,1,1,1,8509000
Kompally,Apartment,1175,2,1,2,0,6,7,1,Semi-Furnished,East,0,0,1,1,1,5405000
Kompally,Apartment,1700,3,2,2,0,3,15,1,Semi-Furnished,North-East,0,0,1,1,1,7819000
Kompally,Apartment,1500,3,2,2,0,2,15,1,Semi-Furnished,West,0,0,1,1,1,6898999
Kompally,Apartment,1499,3,2,2,0,7,10,1,Semi-Furnished,South,0,0,1,1,1,6895999
Kompally,Apartment,1200,2,1,2,0,8,24,1,Semi-Furnished,West,0,0,1,1,1,5519000
Kompally,Apartment,1650,3,2,2,0,6,15,1,Semi-Furnished,East,0,0,1,1,1,7590000
Kompally,Apartment,1550,3,2,2,0,18,20,1,Semi-Furnished,West,0,0,1,1,1,7130000
Kompally,Apartment,1820,3,2,2,0,6,12,1,Fully Furnished,South,1,1,1,1,1,8370999
Adibatla,Apartment,1196,2,1,2,4,4,5,1,Semi-Furnished,North,1,0,1,1,1,5681000
Adibatla,Apartment,1394,3,2,2,4,1,10,1,Semi-Furnished,North-East,1,0,1,1,1,6620999
Adibatla,Apartment,1069,2,1,2,4,1,12,1,Semi-Furnished,North,1,0,1,1,1,5077000
Adibatla,Apartment,1500,3,2,2,4,14,15,1,Semi-Furnished,North,0,0,1,1,1,7125000
Adibatla,Apartment,1199,2,1,2,4,13,15,1,Semi-Furnished,North,0,0,1,1,1,5695000
Adibatla,Apartment,1101,2,1,2,4,1,12,1,Semi-Furnished,North-West,0,0,1,1,1,5229000
Adibatla,Apartment,1100,2,1,2,4,6,12,1,Semi-Furnished,South,1,0,1,1,1,5225000
Ameenpur,Apartment,1150,2,1,2,0,17,20,1,Semi-Furnished,East,0,0,1,1,1,5405000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,North,0,1,1,1,0,16000000
Boduppal,Independent House,4320,5,4,2,4,0,2,1,Fully Furnished,South,0,0,1,1,0,23000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,South,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,East,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,North-East,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North-West,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,East,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North-East,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,East,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,East,1,0,1,1,0,16000000
Gagillapur,Villa,2190,3,2,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,13300000
Medchal,Apartment,1100,2,1,2,0,8,15,1,Semi-Furnished,East,0,0,1,0,1,3080000
Manikonda,Apartment,1605,3,2,2,0,11,12,1,Fully Furnished,North-East,1,1,1,1,1,11200000
Manikonda,Apartment,1605,3,2,2,0,9,12,1,Fully Furnished,East,1,1,1,1,1,11200000
Manikonda,Apartment,1370,3,2,2,0,4,5,1,Fully Furnished,East,1,1,1,1,1,9576000
Manikonda,Apartment,1640,3,2,2,0,3,15,1,Fully Furnished,East,1,1,1,1,1,11400000
Manikonda,Apartment,1545,3,2,2,0,1,12,1,Fully Furnished,East,1,1,1,1,1,10700000
Manikonda,Apartment,1935,3,2,2,0,3,12,1,Fully Furnished,East,1,1,1,1,1,13500000
Manikonda,Apartment,1935,3,2,2,0,8,12,1,Fully Furnished,North,1,1,1,1,1,13500000
Manikonda,Apartment,1995,3,2,2,0,13,15,1,Fully Furnished,East,1,1,1,1,1,13900000
Manikonda,Apartment,1995,3,2,2,0,1,15,1,Fully Furnished,North-East,1,1,1,1,1,13900000
Manikonda,Apartment,2300,3,2,2,0,7,20,1,Fully Furnished,South,1,1,1,1,1,16000000
Manikonda,Apartment,2300,3,2,2,0,5,24,1,Fully Furnished,East,1,1,1,1,1,16000000
Manikonda,Apartment,1953,3,2,2,0,3,5,1,Fully Furnished,North-East,1,1,1,1,1,13600000
Manikonda,Apartment,2410,3,2,2,0,2,5,1,Fully Furnished,East,1,1,1,1,1,16800000
Manikonda,Apartment,2045,3,2,2,0,7,10,1,Fully Furnished,East,1,1,1,1,1,14200000
Manikonda,Apartment,2045,3,2,2,0,4,5,1,Fully Furnished,East,1,1,1,1,1,14200000
Manikonda,Apartment,2140,3,2,2,0,2,15,1,Fully Furnished,West,1,1,1,1,1,14900000
Manikonda,Apartment,1940,3,2,2,0,1,15,1,Fully Furnished,North,1,1,1,1,1,13500000
Manikonda,Apartment,1940,3,2,2,0,2,12,1,Fully Furnished,South,1,1,1,1,1,13500000
Manikonda,Apartment,1827,3,2,2,0,4,7,1,Fully Furnished,West,1,1,1,1,1,12700000
Manikonda,Apartment,1827,3,2,2,0,1,12,1,Fully Furnished,South,1,1,1,1,1,12700000
Bachupally,Apartment,1172,3,2,2,0,2,7,1,Semi-Furnished,East,1,0,1,1,1,5155000
Bachupally,Apartment,1174,2,1,2,0,9,10,1,Semi-Furnished,South,0,0,1,1,1,5164000
Bachupally,Apartment,1172,3,2,2,0,9,20,1,Semi-Furnished,East,1,0,1,1,1,5155000
Bachupally,Apartment,1191,3,2,2,0,3,15,1,Semi-Furnished,East,1,0,1,1,1,5239000
Bachupally,Apartment,1191,3,2,2,0,10,12,1,Semi-Furnished,East,0,0,1,1,1,5239000
Sadashivpet,Villa,1520,3,2,2,0,1,3,2,Semi-Furnished,East,1,1,1,1,0,6004000
Kokapet,Apartment,6999,4,3,2,0,1,7,1,Fully Furnished,North,1,1,1,1,1,76900000
Kokapet,Apartment,6565,4,3,2,0,12,15,1,Fully Furnished,North-East,1,1,1,1,1,72200000
Kokapet,Apartment,6565,4,3,2,0,6,10,1,Fully Furnished,East,1,1,1,1,1,72200000
Kokapet,Apartment,7000,4,3,2,0,2,7,1,Fully Furnished,South,1,1,1,1,1,76900000
Tellapur,Apartment,1655,3,2,2,0,3,12,1,Fully Furnished,North,1,1,1,1,1,9433000
Tellapur,Apartment,1010,2,1,2,0,8,12,1,Semi-Furnished,North-East,0,0,1,1,1,5757000
Tellapur,Apartment,1655,3,2,2,0,9,20,1,Fully Furnished,East,1,1,1,1,1,9433000
Tellapur,Apartment,1010,2,1,2,0,3,12,1,Semi-Furnished,West,0,0,1,1,1,5757000
Tellapur,Apartment,1400,3,2,2,0,7,12,1,Semi-Furnished,North-East,1,0,1,1,1,7980000
Tellapur,Apartment,1400,3,2,2,0,10,12,1,Semi-Furnished,North,1,0,1,1,1,7980000
Tellapur,Apartment,1725,3,2,2,0,17,20,1,Fully Furnished,West,1,1,1,1,1,9832000
Tellapur,Apartment,1725,3,2,2,0,9,10,1,Fully Furnished,East,1,1,1,1,1,9832000
Kokapet,Apartment,6999,4,3,2,0,9,15,1,Fully Furnished,East,1,1,1,1,1,76900000
Kokapet,Apartment,7000,4,3,2,0,5,7,1,Fully Furnished,North,1,1,1,1,1,76900000
Padmarao Nagar,Apartment,1655,3,2,2,4,2,15,1,Fully Furnished,South,1,1,1,1,1,15700000
Bowrampet,Apartment,1650,3,2,2,0,7,12,1,Semi-Furnished,East,1,0,1,1,1,7425000
Kollur,Apartment,1835,3,2,2,0,6,12,1,Fully Furnished,North,1,1,1,1,1,10000000
Kollur,Apartment,2020,3,2,2,0,12,15,1,Fully Furnished,North,1,1,1,1,1,11100000
Tukkuguda,Apartment,1432,2,1,2,0,3,10,1,Semi-Furnished,North,0,0,1,1,1,6873000
Kollur,Apartment,2210,3,2,2,0,9,12,1,Fully Furnished,South,1,1,1,1,1,12100000
Tukkuguda,Apartment,1307,2,1,2,0,8,12,1,Semi-Furnished,North-East,1,0,1,1,1,6273000
Tukkuguda,Apartment,1837,3,2,2,0,4,20,1,Fully Furnished,West,1,1,1,1,1,8817000
Tukkuguda,Apartment,1248,2,1,2,0,8,12,1,Semi-Furnished,North-East,0,0,1,1,1,5990000
Tukkuguda,Apartment,1687,3,2,2,0,8,12,1,Fully Furnished,East,1,1,1,1,1,8097000
Tukkuguda,Apartment,1700,3,2,2,0,7,10,1,Fully Furnished,East,1,1,1,1,1,8159999
Tukkuguda,Apartment,1220,2,1,2,0,1,7,1,Semi-Furnished,East,1,0,1,1,1,5856000
Tukkuguda,Apartment,1610,3,2,2,0,4,10,1,Semi-Furnished,East,1,0,1,1,1,7728000
Tukkuguda,Apartment,1654,3,2,2,0,2,10,1,Semi-Furnished,East,0,0,1,1,1,7939000
Maheshwaram,Apartment,1340,3,2,2,4,11,15,1,Semi-Furnished,East,0,0,1,1,1,6030000
Maheshwaram,Apartment,1620,3,2,2,4,11,12,1,Semi-Furnished,North-East,1,0,1,1,1,7290000
Tukkuguda,Apartment,1130,2,1,2,0,1,12,1,Semi-Furnished,East,1,0,1,1,1,5424000
Maheshwaram,Apartment,1130,2,1,2,4,5,7,1,Semi-Furnished,South,0,0,1,1,1,5085000
Tukkuguda,Apartment,1550,2,1,2,0,4,12,1,Semi-Furnished,East,0,0,1,1,1,7440000
Maheshwaram,Apartment,2060,3,2,2,4,6,12,1,Fully Furnished,North-West,1,1,1,1,1,9270000
Tellapur,Apartment,1926,3,2,2,0,4,12,1,Fully Furnished,South,1,1,1,1,1,15000000
Tellapur,Apartment,1573,2,1,2,0,2,10,1,Fully Furnished,East,1,1,1,1,1,13000000
Tellapur,Apartment,2262,3,2,2,0,8,12,1,Fully Furnished,South,1,1,1,1,1,17000000
Harshaguda,Villa,4000,3,2,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,33100000
Harshaguda,Villa,6000,5,4,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,58200000
Harshaguda,Villa,9000,5,4,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,93000000
Harshaguda,Villa,7000,5,4,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,70700000
Harshaguda,Villa,5250,4,3,2,0,1,3,2,Fully Furnished,South,1,1,1,1,0,49500000
Ameenpur,Apartment,1600,3,2,2,0,10,20,1,Semi-Furnished,West,1,0,1,1,1,7680000
Ameenpur,Apartment,1150,2,1,2,0,6,12,1,Semi-Furnished,East,0,0,1,1,1,5520000
Sanath Nagar,Apartment,800,2,1,2,4,5,15,1,Semi-Furnished,North-East,0,0,1,1,1,3800000
Sadashivpet,Independent House,1365,3,2,2,0,1,3,1,Semi-Furnished,West,0,0,1,1,0,5664000
Ameenpur,Apartment,1525,3,2,2,0,5,20,1,Semi-Furnished,North,0,0,1,1,1,6556999
Boduppal Road,Apartment,1140,2,1,2,0,5,24,1,Semi-Furnished,East,1,0,1,1,1,5500000
Boduppal Road,Apartment,1140,2,1,2,0,6,12,1,Semi-Furnished,North,1,0,1,1,1,5500000
Abids,Apartment,6618,4,3,2,0,12,15,1,Fully Furnished,North-West,1,1,1,1,1,29100000
Ameenpur,Apartment,1200,2,1,2,0,11,12,1,Semi-Furnished,East,1,0,1,1,1,5400000
Sadashivpet,Independent House,1340,3,2,2,0,0,2,1,Semi-Furnished,West,0,0,1,1,0,5293000
Padmarao Nagar,Independent House,3000,3,2,2,4,1,2,1,Fully Furnished,South,1,0,1,1,0,25000000
Aremaishamma,Apartment,1210,2,1,2,0,6,12,1,Semi-Furnished,South,0,0,0,1,1,3025000
Kondapur,Apartment,1296,3,2,2,4,5,12,1,Semi-Furnished,West,0,0,1,1,1,6235000
Kanchan Bagh,Apartment,1480,3,2,2,4,2,12,1,Semi-Furnished,West,1,0,1,1,1,6565000
Kanchan Bagh,Apartment,1750,3,2,2,4,5,10,1,Semi-Furnished,North-East,0,0,1,1,1,7622000
Sri Nagar Colony,Apartment,1800,3,2,2,4,19,20,1,Semi-Furnished,North,1,0,1,1,1,7865000
Mallapur,Apartment,1025,2,1,2,0,2,12,1,Semi-Furnished,East,0,0,1,1,1,5232000
Ibrahimpatnam,Apartment,1215,2,1,2,0,3,10,1,Semi-Furnished,East,0,0,1,1,1,5563000
Ramachandrapuram,Apartment,1080,2,1,2,4,5,10,1,Semi-Furnished,North,0,0,1,1,1,5328000
Sultanpur,Apartment,1220,2,1,2,0,5,10,1,Semi-Furnished,East,1,0,1,1,1,6152000
Miyapur,Apartment,1200,2,1,2,4,7,24,1,Semi-Furnished,East,1,0,1,1,1,6238000
Kondapur,Apartment,1770,3,2,2,4,1,12,1,Semi-Furnished,North-East,1,0,1,1,1,7565000
Sitaram Nagar,Apartment,1740,3,2,2,0,8,12,1,Semi-Furnished,East,1,0,1,1,1,7120000
Shankarpalli,Apartment,1660,3,2,2,0,13,24,1,Semi-Furnished,South,1,0,1,1,1,7415000
Shankarpalli,Apartment,1050,2,1,2,0,11,15,1,Semi-Furnished,East,0,0,1,1,1,5355000
Manikonda,Apartment,1370,2,1,2,4,1,10,1,Semi-Furnished,South,0,0,1,1,1,5323000
Gachibowli,Apartment,1780,3,2,2,4,2,15,1,Semi-Furnished,South,1,0,1,1,1,7458000
Begumpet,Apartment,1200,2,1,2,4,9,15,1,Semi-Furnished,East,1,0,1,1,1,6280000
Malakpet,Apartment,1275,3,2,2,4,3,15,1,Semi-Furnished,North,1,0,1,1,1,6584999
Nallakunta,Apartment,1756,3,2,2,4,5,10,1,Semi-Furnished,East,0,0,1,1,1,7562000
Sri Nagar Colony,Apartment,1800,3,2,2,4,5,7,1,Fully Furnished,North-East,1,1,1,1,1,8632000
Manikonda,Apartment,1093,2,1,2,4,4,12,1,Semi-Furnished,North-East,0,0,1,1,1,5363000
Miyapur,Apartment,1450,3,2,2,0,2,20,1,Semi-Furnished,West,1,0,1,1,1,7153000
Miyapur,Apartment,1175,2,1,2,0,13,15,1,Semi-Furnished,West,1,0,1,1,1,5648000
Bandlaguda Jagir,Apartment,1493,3,2,2,4,6,12,1,Semi-Furnished,West,0,0,1,1,1,7563000
Tukkuguda,Villa,2100,3,2,2,4,0,2,2,Fully Furnished,South,1,1,1,1,0,8652000
Kowkur,Villa,3269,4,3,2,0,0,1,2,Fully Furnished,West,1,1,1,1,0,12300000
Kowkur,Villa,2934,3,2,2,0,1,2,2,Fully Furnished,East,1,1,1,1,0,9563000
Tukkuguda,Villa,2100,3,2,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,8960000
Deluxe Colony,Apartment,1680,3,2,2,4,6,10,1,Semi-Furnished,East,1,0,1,1,1,7630000
Miyapur,Apartment,1115,2,1,2,4,3,7,1,Semi-Furnished,South,1,0,1,1,1,5250000
Miyapur,Apartment,1840,3,2,2,4,4,12,1,Fully Furnished,East,1,1,1,1,1,8430000
Gachibowli,Apartment,1840,3,2,2,4,4,20,1,Fully Furnished,North,1,1,1,1,1,8650000
Banjara Hills,Apartment,1985,3,2,2,4,1,10,1,Fully Furnished,East,1,1,1,1,1,9653000
Miyapur,Apartment,1850,3,2,2,4,7,12,1,Fully Furnished,East,1,1,1,1,1,8653000
Humayunagar,Apartment,1750,3,2,2,4,11,12,1,Fully Furnished,North,1,1,1,1,1,8453000
Ahmed Nagar,Apartment,1640,3,2,2,4,19,20,1,Semi-Furnished,North-West,0,0,1,1,1,7153000
Ahmed Nagar,Apartment,1810,3,2,2,4,3,12,1,Fully Furnished,South,1,1,1,1,1,8095999
Ahmed Nagar,Apartment,1840,3,2,2,4,18,20,1,Semi-Furnished,East,1,0,1,1,1,7559999
Ahmed Nagar,Apartment,1840,3,2,2,4,4,12,1,Fully Furnished,East,1,1,1,1,1,8159999
Kapra,Apartment,1168,3,2,2,0,3,20,1,Semi-Furnished,North-East,1,0,1,1,1,5623000
Begumpet,Apartment,3100,4,3,2,4,9,10,1,Fully Furnished,West,1,1,1,1,1,12200000
Bolarum,Apartment,1242,3,2,2,4,5,7,1,Semi-Furnished,East,1,0,1,1,1,6453000
Bolarum,Villa,2168,3,2,2,4,0,1,2,Fully Furnished,North-East,1,1,1,1,0,10500000
Chandanagar,Apartment,1381,3,2,2,4,8,20,1,Semi-Furnished,South,1,0,1,1,1,7156000
Gopanpally,Apartment,1757,3,2,2,4,6,7,1,Semi-Furnished,North-West,1,0,1,1,1,7653000
Bolarum,Apartment,1400,3,2,2,4,5,10,1,Semi-Furnished,North-East,0,0,1,1,1,6853000
Kondapur,Apartment,1840,3,2,2,0,7,12,1,Fully Furnished,North-East,1,1,1,1,1,8153000
Sbh Colony,Apartment,1770,3,2,2,4,4,5,1,Semi-Furnished,East,0,0,1,1,1,7850000
Sbh Colony,Apartment,1880,3,2,2,4,11,20,1,Semi-Furnished,East,0,0,1,1,1,7856000
Gachibowli,Apartment,1880,3,2,2,4,10,20,1,Semi-Furnished,North,0,0,1,1,1,7850000
Kukatpally,Apartment,1565,3,2,2,4,6,7,1,Semi-Furnished,North,0,0,1,1,1,7665000
Lb Nagar,Apartment,1810,3,2,2,0,12,15,1,Semi-Furnished,West,0,0,1,1,1,7520000
Gachibowli,Apartment,1891,3,2,2,0,3,20,1,Fully Furnished,West,1,1,1,1,1,8456000
Maheshwaram,Apartment,1550,2,1,2,4,9,10,1,Semi-Furnished,West,0,0,1,1,1,7200000
Miyapur,Apartment,1610,3,2,2,4,3,15,1,Unfurnished,North,0,0,0,1,1,1868000
Banjara Hills,Apartment,4535,4,3,2,4,8,24,1,Fully Furnished,East,1,1,1,1,1,21000000
Padmarao Nagar,Independent House,1980,2,1,2,4,1,2,1,Fully Furnished,East,0,1,1,1,0,26500000
West Marredpally,Independent House,2025,2,1,2,4,1,2,1,Fully Furnished,South,1,1,1,1,0,22500000
Banjara Hills,Villa,7200,5,4,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,180000000
Padmarao Nagar,Independent House,2340,2,1,2,4,1,2,1,Fully Furnished,North,0,0,1,1,0,32000000
Neknampur,Apartment,1202,2,1,2,0,5,15,1,Fully Furnished,South,1,1,1,1,1,8172000
Tellapur,Apartment,1286,2,1,2,4,4,5,1,Semi-Furnished,West,0,0,1,1,1,7973000
Neknampur,Apartment,1524,3,2,2,0,9,15,1,Fully Furnished,East,1,1,1,1,1,10300000
Kollur,Apartment,1825,3,2,2,0,4,15,1,Fully Furnished,West,1,1,1,1,1,10400000
Ameenpur,Apartment,1600,3,2,2,0,8,15,1,Semi-Furnished,East,0,0,1,1,1,7678000
